image_path,label,label_encoded
D:\Coding\Project Terakhir\MSML_Daffa Al-Fathir Ismail\Eksperimen_MSML_Daffa_Al-Fathir_Ismail\Vegetables_raw\train\Bean\0055.jpg,Bean,0
D:\Coding\Project Terakhir\MSML_Daffa Al-Fathir Ismail\Eksperimen_MSML_Daffa_Al-Fathir_Ismail\Vegetables_raw\train\Bean\0058.jpg,Bean,0
D:\Coding\Project Terakhir\MSML_Daffa Al-Fathir Ismail\Eksperimen_MSML_Daffa_Al-Fathir_Ismail\Vegetables_raw\train\Bean\0061.jpg,Bean,0
D:\Coding\Project Terakhir\MSML_Daffa Al-Fathir Ismail\Eksperimen_MSML_Daffa_Al-Fathir_Ismail\Vegetables_raw\train\Bean\0063.jpg,Bean,0
D:\Coding\Project Terakhir\MSML_Daffa Al-Fathir Ismail\Eksperimen_MSML_Daffa_Al-Fathir_Ismail\Vegetables_raw\train\Bean\0064.jpg,Bean,0
D:\Coding\Project Terakhir\MSML_Daffa Al-Fathir Ismail\Eksperimen_MSML_Daffa_Al-Fathir_Ismail\Vegetables_raw\train\Bean\0065.jpg,Bean,0
D:\Coding\Project Terakhir\MSML_Daffa Al-Fathir Ismail\Eksperimen_MSML_Daffa_Al-Fathir_Ismail\Vegetables_raw\train\Bean\0066.jpg,Bean,0
D:\Coding\Project Terakhir\MSML_Daffa Al-Fathir Ismail\Eksperimen_MSML_Daffa_Al-Fathir_Ismail\Vegetables_raw\train\Bean\0067.jpg,Bean,0
D:\Coding\Project Terakhir\MSML_Daffa Al-Fathir Ismail\Eksperimen_MSML_Daffa_Al-Fathir_Ismail\Vegetables_raw\train\Bean\0068.jpg,Bean,0
D:\Coding\Project Terakhir\MSML_Daffa Al-Fathir Ismail\Eksperimen_MSML_Daffa_Al-Fathir_Ismail\Vegetables_raw\train\Bean\0069.jpg,Bean,0
D:\Coding\Project Terakhir\MSML_Daffa Al-Fathir Ismail\Eksperimen_MSML_Daffa_Al-Fathir_Ismail\Vegetables_raw\train\Bean\0070.jpg,Bean,0
D:\Coding\Project Terakhir\MSML_Daffa Al-Fathir Ismail\Eksperimen_MSML_Daffa_Al-Fathir_Ismail\Vegetables_raw\train\Bean\0071.jpg,Bean,0
D:\Coding\Project Terakhir\MSML_Daffa Al-Fathir Ismail\Eksperimen_MSML_Daffa_Al-Fathir_Ismail\Vegetables_raw\train\Bean\0072.jpg,Bean,0
D:\Coding\Project Terakhir\MSML_Daffa Al-Fathir Ismail\Eksperimen_MSML_Daffa_Al-Fathir_Ismail\Vegetables_raw\train\Bean\0073.jpg,Bean,0
D:\Coding\Project Terakhir\MSML_Daffa Al-Fathir Ismail\Eksperimen_MSML_Daffa_Al-Fathir_Ismail\Vegetables_raw\train\Bean\0074.jpg,Bean,0
D:\Coding\Project Terakhir\MSML_Daffa Al-Fathir Ismail\Eksperimen_MSML_Daffa_Al-Fathir_Ismail\Vegetables_raw\train\Bean\0075.jpg,Bean,0
D:\Coding\Project Terakhir\MSML_Daffa Al-Fathir Ismail\Eksperimen_MSML_Daffa_Al-Fathir_Ismail\Vegetables_raw\train\Bean\0076.jpg,Bean,0
D:\Coding\Project Terakhir\MSML_Daffa Al-Fathir Ismail\Eksperimen_MSML_Daffa_Al-Fathir_Ismail\Vegetables_raw\train\Bean\0077.jpg,Bean,0
D:\Coding\Project Terakhir\MSML_Daffa Al-Fathir Ismail\Eksperimen_MSML_Daffa_Al-Fathir_Ismail\Vegetables_raw\train\Bean\0078.jpg,Bean,0
D:\Coding\Project Terakhir\MSML_Daffa Al-Fathir Ismail\Eksperimen_MSML_Daffa_Al-Fathir_Ismail\Vegetables_raw\train\Bean\0079.jpg,Bean,0
D:\Coding\Project Terakhir\MSML_Daffa Al-Fathir Ismail\Eksperimen_MSML_Daffa_Al-Fathir_Ismail\Vegetables_raw\train\Bean\0080.jpg,Bean,0
D:\Coding\Project Terakhir\MSML_Daffa Al-Fathir Ismail\Eksperimen_MSML_Daffa_Al-Fathir_Ismail\Vegetables_raw\train\Bean\0081.jpg,Bean,0
D:\Coding\Project Terakhir\MSML_Daffa Al-Fathir Ismail\Eksperimen_MSML_Daffa_Al-Fathir_Ismail\Vegetables_raw\train\Bean\0082.jpg,Bean,0
D:\Coding\Project Terakhir\MSML_Daffa Al-Fathir Ismail\Eksperimen_MSML_Daffa_Al-Fathir_Ismail\Vegetables_raw\train\Bean\0083.jpg,Bean,0
D:\Coding\Project Terakhir\MSML_Daffa Al-Fathir Ismail\Eksperimen_MSML_Daffa_Al-Fathir_Ismail\Vegetables_raw\train\Bean\0084.jpg,Bean,0
D:\Coding\Project Terakhir\MSML_Daffa Al-Fathir Ismail\Eksperimen_MSML_Daffa_Al-Fathir_Ismail\Vegetables_raw\train\Bean\0085.jpg,Bean,0
D:\Coding\Project Terakhir\MSML_Daffa Al-Fathir Ismail\Eksperimen_MSML_Daffa_Al-Fathir_Ismail\Vegetables_raw\train\Bean\0086.jpg,Bean,0
D:\Coding\Project Terakhir\MSML_Daffa Al-Fathir Ismail\Eksperimen_MSML_Daffa_Al-Fathir_Ismail\Vegetables_raw\train\Bean\0087.jpg,Bean,0
D:\Coding\Project Terakhir\MSML_Daffa Al-Fathir Ismail\Eksperimen_MSML_Daffa_Al-Fathir_Ismail\Vegetables_raw\train\Bean\0088.jpg,Bean,0
D:\Coding\Project Terakhir\MSML_Daffa Al-Fathir Ismail\Eksperimen_MSML_Daffa_Al-Fathir_Ismail\Vegetables_raw\train\Bean\0089.jpg,Bean,0
D:\Coding\Project Terakhir\MSML_Daffa Al-Fathir Ismail\Eksperimen_MSML_Daffa_Al-Fathir_Ismail\Vegetables_raw\train\Bean\0090.jpg,Bean,0
D:\Coding\Project Terakhir\MSML_Daffa Al-Fathir Ismail\Eksperimen_MSML_Daffa_Al-Fathir_Ismail\Vegetables_raw\train\Bean\0091.jpg,Bean,0
D:\Coding\Project Terakhir\MSML_Daffa Al-Fathir Ismail\Eksperimen_MSML_Daffa_Al-Fathir_Ismail\Vegetables_raw\train\Bean\0092.jpg,Bean,0
D:\Coding\Project Terakhir\MSML_Daffa Al-Fathir Ismail\Eksperimen_MSML_Daffa_Al-Fathir_Ismail\Vegetables_raw\train\Bean\0093.jpg,Bean,0
D:\Coding\Project Terakhir\MSML_Daffa Al-Fathir Ismail\Eksperimen_MSML_Daffa_Al-Fathir_Ismail\Vegetables_raw\train\Bean\0094.jpg,Bean,0
D:\Coding\Project Terakhir\MSML_Daffa Al-Fathir Ismail\Eksperimen_MSML_Daffa_Al-Fathir_Ismail\Vegetables_raw\train\Bean\0095.jpg,Bean,0
D:\Coding\Project Terakhir\MSML_Daffa Al-Fathir Ismail\Eksperimen_MSML_Daffa_Al-Fathir_Ismail\Vegetables_raw\train\Bean\0096.jpg,Bean,0
D:\Coding\Project Terakhir\MSML_Daffa Al-Fathir Ismail\Eksperimen_MSML_Daffa_Al-Fathir_Ismail\Vegetables_raw\train\Bean\0097.jpg,Bean,0
D:\Coding\Project Terakhir\MSML_Daffa Al-Fathir Ismail\Eksperimen_MSML_Daffa_Al-Fathir_Ismail\Vegetables_raw\train\Bean\0098.jpg,Bean,0
D:\Coding\Project Terakhir\MSML_Daffa Al-Fathir Ismail\Eksperimen_MSML_Daffa_Al-Fathir_Ismail\Vegetables_raw\train\Bean\0099.jpg,Bean,0
D:\Coding\Project Terakhir\MSML_Daffa Al-Fathir Ismail\Eksperimen_MSML_Daffa_Al-Fathir_Ismail\Vegetables_raw\train\Bean\0155.jpg,Bean,0
D:\Coding\Project Terakhir\MSML_Daffa Al-Fathir Ismail\Eksperimen_MSML_Daffa_Al-Fathir_Ismail\Vegetables_raw\train\Bean\0156.jpg,Bean,0
D:\Coding\Project Terakhir\MSML_Daffa Al-Fathir Ismail\Eksperimen_MSML_Daffa_Al-Fathir_Ismail\Vegetables_raw\train\Bean\0157.jpg,Bean,0
D:\Coding\Project Terakhir\MSML_Daffa Al-Fathir Ismail\Eksperimen_MSML_Daffa_Al-Fathir_Ismail\Vegetables_raw\train\Bean\0158.jpg,Bean,0
D:\Coding\Project Terakhir\MSML_Daffa Al-Fathir Ismail\Eksperimen_MSML_Daffa_Al-Fathir_Ismail\Vegetables_raw\train\Bean\0159.jpg,Bean,0
D:\Coding\Project Terakhir\MSML_Daffa Al-Fathir Ismail\Eksperimen_MSML_Daffa_Al-Fathir_Ismail\Vegetables_raw\train\Bean\0160.jpg,Bean,0
D:\Coding\Project Terakhir\MSML_Daffa Al-Fathir Ismail\Eksperimen_MSML_Daffa_Al-Fathir_Ismail\Vegetables_raw\train\Bean\0161.jpg,Bean,0
D:\Coding\Project Terakhir\MSML_Daffa Al-Fathir Ismail\Eksperimen_MSML_Daffa_Al-Fathir_Ismail\Vegetables_raw\train\Bean\0162.jpg,Bean,0
D:\Coding\Project Terakhir\MSML_Daffa Al-Fathir Ismail\Eksperimen_MSML_Daffa_Al-Fathir_Ismail\Vegetables_raw\train\Bean\0176.jpg,Bean,0
D:\Coding\Project Terakhir\MSML_Daffa Al-Fathir Ismail\Eksperimen_MSML_Daffa_Al-Fathir_Ismail\Vegetables_raw\train\Bean\0179.jpg,Bean,0
D:\Coding\Project Terakhir\MSML_Daffa Al-Fathir Ismail\Eksperimen_MSML_Daffa_Al-Fathir_Ismail\Vegetables_raw\train\Bean\0181.jpg,Bean,0
D:\Coding\Project Terakhir\MSML_Daffa Al-Fathir Ismail\Eksperimen_MSML_Daffa_Al-Fathir_Ismail\Vegetables_raw\train\Bean\0184.jpg,Bean,0
D:\Coding\Project Terakhir\MSML_Daffa Al-Fathir Ismail\Eksperimen_MSML_Daffa_Al-Fathir_Ismail\Vegetables_raw\train\Bean\0187.jpg,Bean,0
D:\Coding\Project Terakhir\MSML_Daffa Al-Fathir Ismail\Eksperimen_MSML_Daffa_Al-Fathir_Ismail\Vegetables_raw\train\Bean\0189.jpg,Bean,0
D:\Coding\Project Terakhir\MSML_Daffa Al-Fathir Ismail\Eksperimen_MSML_Daffa_Al-Fathir_Ismail\Vegetables_raw\train\Bean\0191.jpg,Bean,0
D:\Coding\Project Terakhir\MSML_Daffa Al-Fathir Ismail\Eksperimen_MSML_Daffa_Al-Fathir_Ismail\Vegetables_raw\train\Bean\0193.jpg,Bean,0
D:\Coding\Project Terakhir\MSML_Daffa Al-Fathir Ismail\Eksperimen_MSML_Daffa_Al-Fathir_Ismail\Vegetables_raw\train\Bean\0194.jpg,Bean,0
D:\Coding\Project Terakhir\MSML_Daffa Al-Fathir Ismail\Eksperimen_MSML_Daffa_Al-Fathir_Ismail\Vegetables_raw\train\Bean\0195.jpg,Bean,0
D:\Coding\Project Terakhir\MSML_Daffa Al-Fathir Ismail\Eksperimen_MSML_Daffa_Al-Fathir_Ismail\Vegetables_raw\train\Bean\0196.jpg,Bean,0
D:\Coding\Project Terakhir\MSML_Daffa Al-Fathir Ismail\Eksperimen_MSML_Daffa_Al-Fathir_Ismail\Vegetables_raw\train\Bean\0214.jpg,Bean,0
D:\Coding\Project Terakhir\MSML_Daffa Al-Fathir Ismail\Eksperimen_MSML_Daffa_Al-Fathir_Ismail\Vegetables_raw\train\Bean\0216.jpg,Bean,0
D:\Coding\Project Terakhir\MSML_Daffa Al-Fathir Ismail\Eksperimen_MSML_Daffa_Al-Fathir_Ismail\Vegetables_raw\train\Bean\0217.jpg,Bean,0
D:\Coding\Project Terakhir\MSML_Daffa Al-Fathir Ismail\Eksperimen_MSML_Daffa_Al-Fathir_Ismail\Vegetables_raw\train\Bean\0218.jpg,Bean,0
D:\Coding\Project Terakhir\MSML_Daffa Al-Fathir Ismail\Eksperimen_MSML_Daffa_Al-Fathir_Ismail\Vegetables_raw\train\Bean\0219.jpg,Bean,0
D:\Coding\Project Terakhir\MSML_Daffa Al-Fathir Ismail\Eksperimen_MSML_Daffa_Al-Fathir_Ismail\Vegetables_raw\train\Bean\0220.jpg,Bean,0
D:\Coding\Project Terakhir\MSML_Daffa Al-Fathir Ismail\Eksperimen_MSML_Daffa_Al-Fathir_Ismail\Vegetables_raw\train\Bean\0221.jpg,Bean,0
D:\Coding\Project Terakhir\MSML_Daffa Al-Fathir Ismail\Eksperimen_MSML_Daffa_Al-Fathir_Ismail\Vegetables_raw\train\Bean\0223.jpg,Bean,0
D:\Coding\Project Terakhir\MSML_Daffa Al-Fathir Ismail\Eksperimen_MSML_Daffa_Al-Fathir_Ismail\Vegetables_raw\train\Bean\0225.jpg,Bean,0
D:\Coding\Project Terakhir\MSML_Daffa Al-Fathir Ismail\Eksperimen_MSML_Daffa_Al-Fathir_Ismail\Vegetables_raw\train\Bean\0226.jpg,Bean,0
D:\Coding\Project Terakhir\MSML_Daffa Al-Fathir Ismail\Eksperimen_MSML_Daffa_Al-Fathir_Ismail\Vegetables_raw\train\Bean\0227.jpg,Bean,0
D:\Coding\Project Terakhir\MSML_Daffa Al-Fathir Ismail\Eksperimen_MSML_Daffa_Al-Fathir_Ismail\Vegetables_raw\train\Bean\0229.jpg,Bean,0
D:\Coding\Project Terakhir\MSML_Daffa Al-Fathir Ismail\Eksperimen_MSML_Daffa_Al-Fathir_Ismail\Vegetables_raw\train\Bean\0231.jpg,Bean,0
D:\Coding\Project Terakhir\MSML_Daffa Al-Fathir Ismail\Eksperimen_MSML_Daffa_Al-Fathir_Ismail\Vegetables_raw\train\Bean\0233.jpg,Bean,0
D:\Coding\Project Terakhir\MSML_Daffa Al-Fathir Ismail\Eksperimen_MSML_Daffa_Al-Fathir_Ismail\Vegetables_raw\train\Bean\0234.jpg,Bean,0
D:\Coding\Project Terakhir\MSML_Daffa Al-Fathir Ismail\Eksperimen_MSML_Daffa_Al-Fathir_Ismail\Vegetables_raw\train\Bean\0235.jpg,Bean,0
D:\Coding\Project Terakhir\MSML_Daffa Al-Fathir Ismail\Eksperimen_MSML_Daffa_Al-Fathir_Ismail\Vegetables_raw\train\Bean\0236.jpg,Bean,0
D:\Coding\Project Terakhir\MSML_Daffa Al-Fathir Ismail\Eksperimen_MSML_Daffa_Al-Fathir_Ismail\Vegetables_raw\train\Bean\0237.jpg,Bean,0
D:\Coding\Project Terakhir\MSML_Daffa Al-Fathir Ismail\Eksperimen_MSML_Daffa_Al-Fathir_Ismail\Vegetables_raw\train\Bean\0238.jpg,Bean,0
D:\Coding\Project Terakhir\MSML_Daffa Al-Fathir Ismail\Eksperimen_MSML_Daffa_Al-Fathir_Ismail\Vegetables_raw\train\Bean\0239.jpg,Bean,0
D:\Coding\Project Terakhir\MSML_Daffa Al-Fathir Ismail\Eksperimen_MSML_Daffa_Al-Fathir_Ismail\Vegetables_raw\train\Bean\0240.jpg,Bean,0
D:\Coding\Project Terakhir\MSML_Daffa Al-Fathir Ismail\Eksperimen_MSML_Daffa_Al-Fathir_Ismail\Vegetables_raw\train\Bean\0241.jpg,Bean,0
D:\Coding\Project Terakhir\MSML_Daffa Al-Fathir Ismail\Eksperimen_MSML_Daffa_Al-Fathir_Ismail\Vegetables_raw\train\Bean\0242.jpg,Bean,0
D:\Coding\Project Terakhir\MSML_Daffa Al-Fathir Ismail\Eksperimen_MSML_Daffa_Al-Fathir_Ismail\Vegetables_raw\train\Bean\0243.jpg,Bean,0
D:\Coding\Project Terakhir\MSML_Daffa Al-Fathir Ismail\Eksperimen_MSML_Daffa_Al-Fathir_Ismail\Vegetables_raw\train\Bean\0244.jpg,Bean,0
D:\Coding\Project Terakhir\MSML_Daffa Al-Fathir Ismail\Eksperimen_MSML_Daffa_Al-Fathir_Ismail\Vegetables_raw\train\Bean\0245.jpg,Bean,0
D:\Coding\Project Terakhir\MSML_Daffa Al-Fathir Ismail\Eksperimen_MSML_Daffa_Al-Fathir_Ismail\Vegetables_raw\train\Bean\0246.jpg,Bean,0
D:\Coding\Project Terakhir\MSML_Daffa Al-Fathir Ismail\Eksperimen_MSML_Daffa_Al-Fathir_Ismail\Vegetables_raw\train\Bean\0247.jpg,Bean,0
D:\Coding\Project Terakhir\MSML_Daffa Al-Fathir Ismail\Eksperimen_MSML_Daffa_Al-Fathir_Ismail\Vegetables_raw\train\Bean\0248.jpg,Bean,0
D:\Coding\Project Terakhir\MSML_Daffa Al-Fathir Ismail\Eksperimen_MSML_Daffa_Al-Fathir_Ismail\Vegetables_raw\train\Bean\0249.jpg,Bean,0
D:\Coding\Project Terakhir\MSML_Daffa Al-Fathir Ismail\Eksperimen_MSML_Daffa_Al-Fathir_Ismail\Vegetables_raw\train\Bean\0250.jpg,Bean,0
D:\Coding\Project Terakhir\MSML_Daffa Al-Fathir Ismail\Eksperimen_MSML_Daffa_Al-Fathir_Ismail\Vegetables_raw\train\Bean\0251.jpg,Bean,0
D:\Coding\Project Terakhir\MSML_Daffa Al-Fathir Ismail\Eksperimen_MSML_Daffa_Al-Fathir_Ismail\Vegetables_raw\train\Bean\0252.jpg,Bean,0
D:\Coding\Project Terakhir\MSML_Daffa Al-Fathir Ismail\Eksperimen_MSML_Daffa_Al-Fathir_Ismail\Vegetables_raw\train\Bean\0253.jpg,Bean,0
D:\Coding\Project Terakhir\MSML_Daffa Al-Fathir Ismail\Eksperimen_MSML_Daffa_Al-Fathir_Ismail\Vegetables_raw\train\Bean\0254.jpg,Bean,0
D:\Coding\Project Terakhir\MSML_Daffa Al-Fathir Ismail\Eksperimen_MSML_Daffa_Al-Fathir_Ismail\Vegetables_raw\train\Bean\0255.jpg,Bean,0
D:\Coding\Project Terakhir\MSML_Daffa Al-Fathir Ismail\Eksperimen_MSML_Daffa_Al-Fathir_Ismail\Vegetables_raw\train\Bean\0256.jpg,Bean,0
D:\Coding\Project Terakhir\MSML_Daffa Al-Fathir Ismail\Eksperimen_MSML_Daffa_Al-Fathir_Ismail\Vegetables_raw\train\Bean\0257.jpg,Bean,0
D:\Coding\Project Terakhir\MSML_Daffa Al-Fathir Ismail\Eksperimen_MSML_Daffa_Al-Fathir_Ismail\Vegetables_raw\train\Bean\0258.jpg,Bean,0
D:\Coding\Project Terakhir\MSML_Daffa Al-Fathir Ismail\Eksperimen_MSML_Daffa_Al-Fathir_Ismail\Vegetables_raw\train\Bean\0259.jpg,Bean,0
D:\Coding\Project Terakhir\MSML_Daffa Al-Fathir Ismail\Eksperimen_MSML_Daffa_Al-Fathir_Ismail\Vegetables_raw\train\Bean\0260.jpg,Bean,0
D:\Coding\Project Terakhir\MSML_Daffa Al-Fathir Ismail\Eksperimen_MSML_Daffa_Al-Fathir_Ismail\Vegetables_raw\train\Bean\0261.jpg,Bean,0
D:\Coding\Project Terakhir\MSML_Daffa Al-Fathir Ismail\Eksperimen_MSML_Daffa_Al-Fathir_Ismail\Vegetables_raw\train\Bean\0262.jpg,Bean,0
D:\Coding\Project Terakhir\MSML_Daffa Al-Fathir Ismail\Eksperimen_MSML_Daffa_Al-Fathir_Ismail\Vegetables_raw\train\Bean\0263.jpg,Bean,0
D:\Coding\Project Terakhir\MSML_Daffa Al-Fathir Ismail\Eksperimen_MSML_Daffa_Al-Fathir_Ismail\Vegetables_raw\train\Bean\0264.jpg,Bean,0
D:\Coding\Project Terakhir\MSML_Daffa Al-Fathir Ismail\Eksperimen_MSML_Daffa_Al-Fathir_Ismail\Vegetables_raw\train\Bean\0265.jpg,Bean,0
D:\Coding\Project Terakhir\MSML_Daffa Al-Fathir Ismail\Eksperimen_MSML_Daffa_Al-Fathir_Ismail\Vegetables_raw\train\Bean\0266.jpg,Bean,0
D:\Coding\Project Terakhir\MSML_Daffa Al-Fathir Ismail\Eksperimen_MSML_Daffa_Al-Fathir_Ismail\Vegetables_raw\train\Bean\0267.jpg,Bean,0
D:\Coding\Project Terakhir\MSML_Daffa Al-Fathir Ismail\Eksperimen_MSML_Daffa_Al-Fathir_Ismail\Vegetables_raw\train\Bean\0268.jpg,Bean,0
D:\Coding\Project Terakhir\MSML_Daffa Al-Fathir Ismail\Eksperimen_MSML_Daffa_Al-Fathir_Ismail\Vegetables_raw\train\Bean\0269.jpg,Bean,0
D:\Coding\Project Terakhir\MSML_Daffa Al-Fathir Ismail\Eksperimen_MSML_Daffa_Al-Fathir_Ismail\Vegetables_raw\train\Bean\0270.jpg,Bean,0
D:\Coding\Project Terakhir\MSML_Daffa Al-Fathir Ismail\Eksperimen_MSML_Daffa_Al-Fathir_Ismail\Vegetables_raw\train\Bean\0271.jpg,Bean,0
D:\Coding\Project Terakhir\MSML_Daffa Al-Fathir Ismail\Eksperimen_MSML_Daffa_Al-Fathir_Ismail\Vegetables_raw\train\Bean\0272.jpg,Bean,0
D:\Coding\Project Terakhir\MSML_Daffa Al-Fathir Ismail\Eksperimen_MSML_Daffa_Al-Fathir_Ismail\Vegetables_raw\train\Bean\0273.jpg,Bean,0
D:\Coding\Project Terakhir\MSML_Daffa Al-Fathir Ismail\Eksperimen_MSML_Daffa_Al-Fathir_Ismail\Vegetables_raw\train\Bean\0274.jpg,Bean,0
D:\Coding\Project Terakhir\MSML_Daffa Al-Fathir Ismail\Eksperimen_MSML_Daffa_Al-Fathir_Ismail\Vegetables_raw\train\Bean\0275.jpg,Bean,0
D:\Coding\Project Terakhir\MSML_Daffa Al-Fathir Ismail\Eksperimen_MSML_Daffa_Al-Fathir_Ismail\Vegetables_raw\train\Bean\0276.jpg,Bean,0
D:\Coding\Project Terakhir\MSML_Daffa Al-Fathir Ismail\Eksperimen_MSML_Daffa_Al-Fathir_Ismail\Vegetables_raw\train\Bean\0277.jpg,Bean,0
D:\Coding\Project Terakhir\MSML_Daffa Al-Fathir Ismail\Eksperimen_MSML_Daffa_Al-Fathir_Ismail\Vegetables_raw\train\Bean\0278.jpg,Bean,0
D:\Coding\Project Terakhir\MSML_Daffa Al-Fathir Ismail\Eksperimen_MSML_Daffa_Al-Fathir_Ismail\Vegetables_raw\train\Bean\0279.jpg,Bean,0
D:\Coding\Project Terakhir\MSML_Daffa Al-Fathir Ismail\Eksperimen_MSML_Daffa_Al-Fathir_Ismail\Vegetables_raw\train\Bean\0280.jpg,Bean,0
D:\Coding\Project Terakhir\MSML_Daffa Al-Fathir Ismail\Eksperimen_MSML_Daffa_Al-Fathir_Ismail\Vegetables_raw\train\Bean\0281.jpg,Bean,0
D:\Coding\Project Terakhir\MSML_Daffa Al-Fathir Ismail\Eksperimen_MSML_Daffa_Al-Fathir_Ismail\Vegetables_raw\train\Bean\0282.jpg,Bean,0
D:\Coding\Project Terakhir\MSML_Daffa Al-Fathir Ismail\Eksperimen_MSML_Daffa_Al-Fathir_Ismail\Vegetables_raw\train\Bean\0283.jpg,Bean,0
D:\Coding\Project Terakhir\MSML_Daffa Al-Fathir Ismail\Eksperimen_MSML_Daffa_Al-Fathir_Ismail\Vegetables_raw\train\Bean\0284.jpg,Bean,0
D:\Coding\Project Terakhir\MSML_Daffa Al-Fathir Ismail\Eksperimen_MSML_Daffa_Al-Fathir_Ismail\Vegetables_raw\train\Bean\0285.jpg,Bean,0
D:\Coding\Project Terakhir\MSML_Daffa Al-Fathir Ismail\Eksperimen_MSML_Daffa_Al-Fathir_Ismail\Vegetables_raw\train\Bean\0286.jpg,Bean,0
D:\Coding\Project Terakhir\MSML_Daffa Al-Fathir Ismail\Eksperimen_MSML_Daffa_Al-Fathir_Ismail\Vegetables_raw\train\Bean\0287.jpg,Bean,0
D:\Coding\Project Terakhir\MSML_Daffa Al-Fathir Ismail\Eksperimen_MSML_Daffa_Al-Fathir_Ismail\Vegetables_raw\train\Bean\0288.jpg,Bean,0
D:\Coding\Project Terakhir\MSML_Daffa Al-Fathir Ismail\Eksperimen_MSML_Daffa_Al-Fathir_Ismail\Vegetables_raw\train\Bean\0289.jpg,Bean,0
D:\Coding\Project Terakhir\MSML_Daffa Al-Fathir Ismail\Eksperimen_MSML_Daffa_Al-Fathir_Ismail\Vegetables_raw\train\Bean\0290.jpg,Bean,0
D:\Coding\Project Terakhir\MSML_Daffa Al-Fathir Ismail\Eksperimen_MSML_Daffa_Al-Fathir_Ismail\Vegetables_raw\train\Bean\0291.jpg,Bean,0
D:\Coding\Project Terakhir\MSML_Daffa Al-Fathir Ismail\Eksperimen_MSML_Daffa_Al-Fathir_Ismail\Vegetables_raw\train\Bean\0292.jpg,Bean,0
D:\Coding\Project Terakhir\MSML_Daffa Al-Fathir Ismail\Eksperimen_MSML_Daffa_Al-Fathir_Ismail\Vegetables_raw\train\Bean\0293.jpg,Bean,0
D:\Coding\Project Terakhir\MSML_Daffa Al-Fathir Ismail\Eksperimen_MSML_Daffa_Al-Fathir_Ismail\Vegetables_raw\train\Bean\0294.jpg,Bean,0
D:\Coding\Project Terakhir\MSML_Daffa Al-Fathir Ismail\Eksperimen_MSML_Daffa_Al-Fathir_Ismail\Vegetables_raw\train\Bean\0295.jpg,Bean,0
D:\Coding\Project Terakhir\MSML_Daffa Al-Fathir Ismail\Eksperimen_MSML_Daffa_Al-Fathir_Ismail\Vegetables_raw\train\Bean\0296.jpg,Bean,0
D:\Coding\Project Terakhir\MSML_Daffa Al-Fathir Ismail\Eksperimen_MSML_Daffa_Al-Fathir_Ismail\Vegetables_raw\train\Bean\0297.jpg,Bean,0
D:\Coding\Project Terakhir\MSML_Daffa Al-Fathir Ismail\Eksperimen_MSML_Daffa_Al-Fathir_Ismail\Vegetables_raw\train\Bean\0298.jpg,Bean,0
D:\Coding\Project Terakhir\MSML_Daffa Al-Fathir Ismail\Eksperimen_MSML_Daffa_Al-Fathir_Ismail\Vegetables_raw\train\Bean\0299.jpg,Bean,0
